"scenario_id","scenario_label","scenario_family","purpose","effect_source","theta_A","theta_B","gamma","method_id","claim_regime","adjustment_method","allocation_strategy","manuscript_role","N","alpha","nrep","variance_method","distribution","expected_analytic_match","truth_delta_AB_minus_A","truth_delta_AB_minus_B","plan_delta_AB_minus_A","plan_delta_AB_minus_B","margin_AB_minus_A","margin_AB_minus_B","sigma2_A","sigma2_B","sigma2_AB","allocation_A","allocation_B","allocation_AB","n_A","n_B","n_AB","true_null_AB_minus_A","true_null_AB_minus_B","cutoff_mean","cutoff_min","cutoff_max","empirical_joint_success","empirical_joint_success_lcl","empirical_joint_success_ucl","analytic_joint_success","planned_analytic_joint_success","joint_success_absolute_difference","empirical_any_true_reject","empirical_any_true_reject_lcl","empirical_any_true_reject_ucl","analytic_any_true_reject","empirical_false_full_contribution","empirical_false_full_contribution_lcl","empirical_false_full_contribution_ucl","analytic_false_full_contribution","empirical_marginal_power_AB_minus_A","empirical_marginal_power_AB_minus_B","analytic_marginal_power_AB_minus_A","analytic_marginal_power_AB_minus_B","seed"
"partial_null_AB_minus_A__alpha_0p025","partial_null_AB_minus_A","partial_null","False full-contribution conclusion when AB does not beat A","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",240,0.025,50000,"common","normal",TRUE,0,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,TRUE,FALSE,1.959964,1.959964,1.959964,0.02494,0.023573,0.026307,0.024756,0.704031,0.000184,0.02518,0.023807,0.026553,0.025,0.02494,0.023573,0.026307,0.024756,0.02518,0.80836,0.025,0.812214,202608195
"partial_null_AB_minus_A__alpha_0p025","partial_null_AB_minus_A","partial_null","False full-contribution conclusion when AB does not beat A","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",240,0.025,50000,"common","normal",TRUE,0,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,TRUE,FALSE,2.212135,2.212135,2.212135,0.01456,0.01351,0.01561,0.013281,0.603361,0.001279,0.01476,0.013703,0.015817,0.013479,0.01456,0.01351,0.01561,0.013281,0.01476,0.73326,0.013479,0.736932,202608196
"partial_null_AB_minus_B__alpha_0p025","partial_null_AB_minus_B","partial_null","False full-contribution conclusion when AB does not beat B","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",240,0.025,50000,"common","normal",TRUE,0.45,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,TRUE,1.959964,1.959964,1.959964,0.02434,0.022989,0.025691,0.024756,0.704031,0.000416,0.02454,0.023184,0.025896,0.025,0.02434,0.022989,0.025691,0.024756,0.80932,0.02454,0.812214,0.025,202609191
"partial_null_AB_minus_B__alpha_0p025","partial_null_AB_minus_B","partial_null","False full-contribution conclusion when AB does not beat B","direct_delta",NA,NA,NA,"shared_arm_iut_full","full_contribution","iut","shared_arm_benchmark","shared-arm benchmark for two contribution comparisons",240,0.025,50000,"common","normal",TRUE,0.45,0,0.45,0.45,0,0,1,1,1,0.292893,0.292893,0.414214,70,70,100,FALSE,TRUE,1.959964,1.959964,1.959964,0.0256,0.024216,0.026984,0.024499,0.710662,0.001101,0.02612,0.024722,0.027518,0.025,0.0256,0.024216,0.026984,0.024499,0.82296,0.02612,0.823202,0.025,202609192
"partial_null_AB_minus_B__alpha_0p025","partial_null_AB_minus_B","partial_null","False full-contribution conclusion when AB does not beat B","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",240,0.025,50000,"common","normal",TRUE,0.45,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,TRUE,1.959964,1.959964,1.959964,0.02572,0.024332,0.027108,0.024756,0.704031,0.000964,0.02598,0.024586,0.027374,0.025,0.02572,0.024332,0.027108,0.024756,0.81196,0.02598,0.812214,0.025,202609193
"partial_null_AB_minus_B__alpha_0p025","partial_null_AB_minus_B","partial_null","False full-contribution conclusion when AB does not beat B","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",240,0.025,50000,"common","normal",TRUE,0.45,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,TRUE,1.959964,1.959964,1.959964,0.02424,0.022892,0.025588,0.024756,0.704031,0.000516,0.02462,0.023262,0.025978,0.025,0.02424,0.022892,0.025588,0.024756,0.81424,0.02462,0.812214,0.025,202609194
"partial_null_AB_minus_B__alpha_0p025","partial_null_AB_minus_B","partial_null","False full-contribution conclusion when AB does not beat B","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",240,0.025,50000,"common","normal",TRUE,0.45,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,TRUE,1.959964,1.959964,1.959964,0.0267,0.025287,0.028113,0.024756,0.704031,0.001944,0.0268,0.025384,0.028216,0.025,0.0267,0.025287,0.028113,0.024756,0.8118,0.0268,0.812214,0.025,202609195
"partial_null_AB_minus_B__alpha_0p025","partial_null_AB_minus_B","partial_null","False full-contribution conclusion when AB does not beat B","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",240,0.025,50000,"common","normal",TRUE,0.45,0,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,TRUE,2.212135,2.212135,2.212135,0.01376,0.012739,0.014781,0.013281,0.603361,0.000479,0.01398,0.012951,0.015009,0.013479,0.01376,0.012739,0.014781,0.013281,0.73798,0.01398,0.736932,0.013479,202609196
"balanced_positive__alpha_0p025","balanced_positive","alternative","Balanced contribution effects under correctly planned effects","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",240,0.025,50000,"common","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.959964,1.959964,1.959964,0.70506,0.701063,0.709057,0.704031,0.704031,0.001029,NA,NA,NA,NA,NA,NA,NA,NA,0.81226,0.81138,0.812214,0.812214,202610191
"balanced_positive__alpha_0p025","balanced_positive","alternative","Balanced contribution effects under correctly planned effects","direct_delta",NA,NA,NA,"shared_arm_iut_full","full_contribution","iut","shared_arm_benchmark","shared-arm benchmark for two contribution comparisons",240,0.025,50000,"common","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1,1,1,0.292893,0.292893,0.414214,70,70,100,FALSE,FALSE,1.959964,1.959964,1.959964,0.71156,0.707589,0.715531,0.710662,0.710662,0.000898,NA,NA,NA,NA,NA,NA,NA,NA,0.82582,0.82056,0.823202,0.823202,202610192
"balanced_positive__alpha_0p025","balanced_positive","alternative","Balanced contribution effects under correctly planned effects","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",240,0.025,50000,"common","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.959964,1.959964,1.959964,0.70274,0.698734,0.706746,0.704031,0.704031,0.001291,NA,NA,NA,NA,NA,NA,NA,NA,0.81208,0.81074,0.812214,0.812214,202610193
"balanced_positive__alpha_0p025","balanced_positive","alternative","Balanced contribution effects under correctly planned effects","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",240,0.025,50000,"common","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.959964,1.959964,1.959964,0.70598,0.701986,0.709974,0.704031,0.704031,0.001949,NA,NA,NA,NA,NA,NA,NA,NA,0.81306,0.8147,0.812214,0.812214,202610194
"balanced_positive__alpha_0p025","balanced_positive","alternative","Balanced contribution effects under correctly planned effects","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",240,0.025,50000,"common","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,1.959964,1.959964,1.959964,0.70136,0.697348,0.705372,0.704031,0.704031,0.002671,NA,NA,NA,NA,NA,NA,NA,NA,0.8103,0.81082,0.812214,0.812214,202610195
"balanced_positive__alpha_0p025","balanced_positive","alternative","Balanced contribution effects under correctly planned effects","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",240,0.025,50000,"common","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1,1,1,0.333333,0.333333,0.333333,80,80,80,FALSE,FALSE,2.212135,2.212135,2.212135,0.6089,0.604623,0.613177,0.603361,0.603361,0.005539,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.73972,0.736932,0.736932,202610196
"limiting_AB_minus_A__alpha_0p025","limiting_AB_minus_A","alternative","The first contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",260,0.025,50000,"common","normal",TRUE,0.28,0.55,0.28,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,87,87,86,FALSE,FALSE,1.959964,1.959964,1.959964,0.45208,0.447717,0.456443,0.44821,0.44821,0.00387,NA,NA,NA,NA,NA,NA,NA,NA,0.45624,0.9517,0.452803,0.951244,202611191
"limiting_AB_minus_A__alpha_0p025","limiting_AB_minus_A","alternative","The first contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"shared_arm_iut_full","full_contribution","iut","shared_arm_benchmark","shared-arm benchmark for two contribution comparisons",260,0.025,50000,"common","normal",TRUE,0.28,0.55,0.28,0.55,0,0,1,1,1,0.292893,0.292893,0.414214,76,76,108,FALSE,FALSE,1.959964,1.959964,1.959964,0.45684,0.452474,0.461206,0.457813,0.457813,0.000973,NA,NA,NA,NA,NA,NA,NA,NA,0.46278,0.95664,0.464203,0.956687,202611192
"limiting_AB_minus_A__alpha_0p025","limiting_AB_minus_A","alternative","The first contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",260,0.025,50000,"common","normal",TRUE,0.28,0.55,0.28,0.55,0,0,1,1,1,0.39677,0.201108,0.402121,103,52,105,FALSE,FALSE,1.959964,1.959964,1.959964,0.50292,0.498537,0.507303,0.499475,0.499475,0.003445,NA,NA,NA,NA,NA,NA,NA,NA,0.52698,0.89962,0.523544,0.900342,202611193
"limiting_AB_minus_A__alpha_0p025","limiting_AB_minus_A","alternative","The first contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",260,0.025,50000,"common","normal",TRUE,0.28,0.55,0.28,0.55,0,0,1,1,1,0.36603,0.270401,0.363569,95,70,95,FALSE,FALSE,1.959964,1.959964,1.959964,0.47692,0.472542,0.481298,0.478501,0.478501,0.001581,NA,NA,NA,NA,NA,NA,NA,NA,0.48732,0.937,0.487955,0.937201,202611194
"limiting_AB_minus_A__alpha_0p025","limiting_AB_minus_A","alternative","The first contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",260,0.025,50000,"common","normal",TRUE,0.28,0.55,0.28,0.55,0,0,1,1,1,0.403847,0.192305,0.403847,105,50,105,FALSE,FALSE,1.959964,1.959964,1.959964,0.50462,0.500237,0.509003,0.500391,0.500391,0.004229,NA,NA,NA,NA,NA,NA,NA,NA,0.53022,0.89448,0.527437,0.892691,202611195
"limiting_AB_minus_A__alpha_0p025","limiting_AB_minus_A","alternative","The first contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",260,0.025,50000,"common","normal",TRUE,0.28,0.55,0.28,0.55,0,0,1,1,1,0.333333,0.333333,0.333333,87,87,86,FALSE,FALSE,2.211806,2.211806,2.211806,0.35428,0.350088,0.358472,0.34992,0.34992,0.00436,NA,NA,NA,NA,NA,NA,NA,NA,0.36002,0.91868,0.355533,0.920018,202611196
"limiting_AB_minus_B__alpha_0p025","limiting_AB_minus_B","alternative","The second contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",260,0.025,50000,"common","normal",TRUE,0.55,0.28,0.55,0.28,0,0,1,1,1,0.333333,0.333333,0.333333,87,87,86,FALSE,FALSE,1.959964,1.959964,1.959964,0.44984,0.445479,0.454201,0.44821,0.44821,0.00163,NA,NA,NA,NA,NA,NA,NA,NA,0.95108,0.45412,0.951244,0.452803,202612191
"limiting_AB_minus_B__alpha_0p025","limiting_AB_minus_B","alternative","The second contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"shared_arm_iut_full","full_contribution","iut","shared_arm_benchmark","shared-arm benchmark for two contribution comparisons",260,0.025,50000,"common","normal",TRUE,0.55,0.28,0.55,0.28,0,0,1,1,1,0.292893,0.292893,0.414214,76,76,108,FALSE,FALSE,1.959964,1.959964,1.959964,0.45936,0.454992,0.463728,0.457813,0.457813,0.001547,NA,NA,NA,NA,NA,NA,NA,NA,0.95746,0.46564,0.956687,0.464203,202612192
"limiting_AB_minus_B__alpha_0p025","limiting_AB_minus_B","alternative","The second contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",260,0.025,50000,"common","normal",TRUE,0.55,0.28,0.55,0.28,0,0,1,1,1,0.201108,0.39677,0.402121,52,103,105,FALSE,FALSE,1.959964,1.959964,1.959964,0.49794,0.493557,0.502323,0.499475,0.499475,0.001535,NA,NA,NA,NA,NA,NA,NA,NA,0.90032,0.52176,0.900342,0.523544,202612193
"limiting_AB_minus_B__alpha_0p025","limiting_AB_minus_B","alternative","The second contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",260,0.025,50000,"common","normal",TRUE,0.55,0.28,0.55,0.28,0,0,1,1,1,0.270401,0.36603,0.363569,70,95,95,FALSE,FALSE,1.959964,1.959964,1.959964,0.47874,0.474361,0.483119,0.478501,0.478501,0.000239,NA,NA,NA,NA,NA,NA,NA,NA,0.93702,0.48828,0.937201,0.487955,202612194
"limiting_AB_minus_B__alpha_0p025","limiting_AB_minus_B","alternative","The second contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",260,0.025,50000,"common","normal",TRUE,0.55,0.28,0.55,0.28,0,0,1,1,1,0.192305,0.403847,0.403847,50,105,105,FALSE,FALSE,1.959964,1.959964,1.959964,0.50188,0.497497,0.506263,0.500391,0.500391,0.001489,NA,NA,NA,NA,NA,NA,NA,NA,0.89246,0.52916,0.892691,0.527437,202612195
"limiting_AB_minus_B__alpha_0p025","limiting_AB_minus_B","alternative","The second contribution contrast is harder and the planned vector is correct","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",260,0.025,50000,"common","normal",TRUE,0.55,0.28,0.55,0.28,0,0,1,1,1,0.333333,0.333333,0.333333,87,87,86,FALSE,FALSE,2.211806,2.211806,2.211806,0.35208,0.347893,0.356267,0.34992,0.34992,0.00216,NA,NA,NA,NA,NA,NA,NA,NA,0.91938,0.35772,0.920018,0.355533,202612196
"positive_margin__alpha_0p025","positive_margin","margin_sensitivity","Both contributions must exceed a positive clinical margin","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",280,0.025,50000,"common","normal",TRUE,0.55,0.55,0.55,0.55,0.1,0.1,1,1,1,0.333333,0.333333,0.333333,94,93,93,FALSE,FALSE,1.959964,1.959964,1.959964,0.78066,0.777033,0.784287,0.782826,0.782826,0.002166,NA,NA,NA,NA,NA,NA,NA,NA,0.86792,0.8626,0.867965,0.866204,202613191
"positive_margin__alpha_0p025","positive_margin","margin_sensitivity","Both contributions must exceed a positive clinical margin","direct_delta",NA,NA,NA,"shared_arm_iut_full","full_contribution","iut","shared_arm_benchmark","shared-arm benchmark for two contribution comparisons",280,0.025,50000,"common","normal",TRUE,0.55,0.55,0.55,0.55,0.1,0.1,1,1,1,0.292893,0.292893,0.414214,82,82,116,FALSE,FALSE,1.959964,1.959964,1.959964,0.79066,0.787094,0.794226,0.791032,0.791032,0.000372,NA,NA,NA,NA,NA,NA,NA,NA,0.87682,0.87554,0.87678,0.87678,202613192
"positive_margin__alpha_0p025","positive_margin","margin_sensitivity","Both contributions must exceed a positive clinical margin","direct_delta",NA,NA,NA,"plugin_iut_full","full_contribution","iut","plugin_joint_success","planned-effect allocation for the full-contribution IUT decision",280,0.025,50000,"common","normal",TRUE,0.55,0.55,0.55,0.55,0.1,0.1,1,1,1,0.333333,0.333333,0.333333,94,93,93,FALSE,FALSE,1.959964,1.959964,1.959964,0.78264,0.779025,0.786255,0.782826,0.782826,0.000186,NA,NA,NA,NA,NA,NA,NA,NA,0.86758,0.86614,0.867965,0.866204,202613193
"positive_margin__alpha_0p025","positive_margin","margin_sensitivity","Both contributions must exceed a positive clinical margin","direct_delta",NA,NA,NA,"conservative_iut_full","full_contribution","iut","conservative_joint_success","conservative planned-effect allocation for uncertain contribution inputs",280,0.025,50000,"common","normal",TRUE,0.55,0.55,0.55,0.55,0.1,0.1,1,1,1,0.333333,0.333333,0.333333,94,93,93,FALSE,FALSE,1.959964,1.959964,1.959964,0.78458,0.780976,0.788184,0.782826,0.782826,0.001754,NA,NA,NA,NA,NA,NA,NA,NA,0.86894,0.86794,0.867965,0.866204,202613194
"positive_margin__alpha_0p025","positive_margin","margin_sensitivity","Both contributions must exceed a positive clinical margin","direct_delta",NA,NA,NA,"marginal_iut_full","full_contribution","iut","marginal_power_comparator","diagnostic comparator that balances the weaker marginal contribution",280,0.025,50000,"common","normal",TRUE,0.55,0.55,0.55,0.55,0.1,0.1,1,1,1,0.333333,0.333333,0.333333,94,93,93,FALSE,FALSE,1.959964,1.959964,1.959964,0.7792,0.775564,0.782836,0.782826,0.782826,0.003626,NA,NA,NA,NA,NA,NA,NA,NA,0.86648,0.8626,0.867965,0.866204,202613195
"positive_margin__alpha_0p025","positive_margin","margin_sensitivity","Both contributions must exceed a positive clinical margin","direct_delta",NA,NA,NA,"equal_maxT_separate","separate_component_claims","maxT","equal","optional separate component-claim family-wise analysis",280,0.025,50000,"common","normal",TRUE,0.55,0.55,0.55,0.55,0.1,0.1,1,1,1,0.333333,0.333333,0.333333,94,93,93,FALSE,FALSE,2.211983,2.211983,2.211983,0.69196,0.687913,0.696007,0.694592,0.694592,0.002632,NA,NA,NA,NA,NA,NA,NA,NA,0.8003,0.80352,0.806426,0.804169,202613196
"unequal_variance_positive__alpha_0p025","unequal_variance_positive","variance_sensitivity","Correct effects with unequal arm variances and Welch standard errors","direct_delta",NA,NA,NA,"equal_iut_full","full_contribution","iut","equal","transparent equal-allocation full-contribution baseline",270,0.025,50000,"welch","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1.4,1.2,0.9,0.333333,0.333333,0.333333,90,90,90,FALSE,FALSE,1.959964,1.959964,1.959964,0.70242,0.698413,0.706427,0.706423,0.706423,0.004003,NA,NA,NA,NA,NA,NA,NA,NA,0.80158,0.83646,0.803719,0.837928,202614191
"unequal_variance_positive__alpha_0p025","unequal_variance_positive","variance_sensitivity","Correct effects with unequal arm variances and Welch standard errors","direct_delta",NA,NA,NA,"shared_arm_iut_full","full_contribution","iut","shared_arm_benchmark","shared-arm benchmark for two contribution comparisons",270,0.025,50000,"welch","normal",TRUE,0.45,0.45,0.45,0.45,0,0,1.4,1.2,0.9,0.292893,0.292893,0.414214,79,79,112,FALSE,FALSE,1.959964,1.959964,1.959964,0.6993,0.695281,0.703319,0.697813,0.697813,0.001487,NA,NA,NA,NA,NA,NA,NA,NA,0.80422,0.83746,0.800648,0.839597,202614192
